time,closing,moving average,signal
1/20/16 0:00,3174.38,3617.355333,
1/21/16 0:00,3081.35,3609.9625,
1/22/16 0:00,3113.46,3602.965,
1/25/16 0:00,3128.89,3596.211833,
1/26/16 0:00,2940.51,3587.287667,
1/27/16 0:00,2930.35,3578.368667,
1/28/16 0:00,2853.76,3565.455667,
1/29/16 0:00,2946.09,3552.791,
2/1/16 0:00,2901.05,3537.919,
2/2/16 0:00,2961.33,3523.2685,
2/3/16 0:00,2948.64,3508.525167,
2/4/16 0:00,2984.76,3494.377,
2/5/16 0:00,2963.79,3480.518167,
2/15/16 0:00,2946.71,3467.192667,
2/16/16 0:00,3037.03,3455.074333,
2/17/16 0:00,3063.32,3443.489833,
2/18/16 0:00,3053.7,3432.4585,
2/19/16 0:00,3051.58,3420.402,
2/22/16 0:00,3118.87,3409.476833,
2/23/16 0:00,3089.36,3398.410667,
2/24/16 0:00,3109.54,3387.6715,
2/25/16 0:00,2918.75,3373.2905,
2/26/16 0:00,2948.03,3359.767167,
2/29/16 0:00,2877.47,3348.441833,
3/1/16 0:00,2930.69,3337.8465,
3/2/16 0:00,3051.33,3328.840333,
3/3/16 0:00,3058.42,3317.781333,
3/4/16 0:00,3093.89,3306.857833,
3/7/16 0:00,3104.84,3297.312,
3/8/16 0:00,3107.67,3287.646333,
3/9/16 0:00,3071.91,3278.461167,
3/10/16 0:00,3013.15,3268.081333,
3/11/16 0:00,3018.28,3258.001333,
3/14/16 0:00,3065.69,3248.961833,
3/15/16 0:00,3074.78,3238.352833,
3/16/16 0:00,3090.03,3228.280167,
3/17/16 0:00,3124.2,3218.926167,
3/18/16 0:00,3171.96,3209.194,
3/21/16 0:00,3249.44,3200.552833,Buy in the next trading day
3/22/16 0:00,3225.79,3189.883167,
3/23/16 0:00,3236.09,3179.205833,
3/24/16 0:00,3181.85,3167.797,
3/25/16 0:00,3197.82,3157.270667,
3/28/16 0:00,3169.73,3146.1295,
3/29/16 0:00,3135.41,3136.259167,Sell in the next trading day
3/30/16 0:00,3216.27,3127.165667,Buy in the next trading day
3/31/16 0:00,3218.09,3118.0475,
4/1/16 0:00,3221.9,3109.5625,
4/5/16 0:00,3264.49,3106.152833,
4/6/16 0:00,3257.53,3102.465333,
4/7/16 0:00,3209.29,3096.956667,
4/8/16 0:00,3185.73,3095.145833,
4/11/16 0:00,3230.1,3092.954833,
4/12/16 0:00,3218.45,3093.388167,
4/13/16 0:00,3261.38,3094.149333,
4/14/16 0:00,3275.83,3096.1485,
4/15/16 0:00,3272.21,3096.9925,
4/18/16 0:00,3228.45,3098.821167,
4/19/16 0:00,3238.3,3100.614,
4/20/16 0:00,3181.03,3099.912333,
4/21/16 0:00,3160.6,3099.682667,
4/22/16 0:00,3174.9,3101.241833,
4/25/16 0:00,3162.03,3102.051333,
4/26/16 0:00,3179.16,3102.889167,
4/27/16 0:00,3165.92,3106.646,
4/28/16 0:00,3160.58,3110.483167,
4/29/16 0:00,3156.75,3115.533,
5/3/16 0:00,3213.54,3119.9905,
5/4/16 0:00,3209.46,3125.130667,
5/5/16 0:00,3213.92,3129.3405,
5/6/16 0:00,3130.35,3132.369,Sell in the next trading day
5/9/16 0:00,3065.62,3133.716667,
5/10/16 0:00,3069.11,3135.472,
5/11/16 0:00,3082.81,3137.740333,
5/12/16 0:00,3090.14,3138.6255,
5/13/16 0:00,3074.94,3138.819167,
5/16/16 0:00,3095.31,3139.512667,
5/17/16 0:00,3086.02,3140.086667,
5/18/16 0:00,3068.04,3139.2395,
5/19/16 0:00,3062.5,3138.791833,
5/20/16 0:00,3078.22,3138.269833,
5/23/16 0:00,3087.22,3141.077667,
5/24/16 0:00,3063.56,3143.003167,
5/25/16 0:00,3059.23,3146.0325,
5/26/16 0:00,3064.21,3148.257833,
5/27/16 0:00,3062.5,3148.444,
5/30/16 0:00,3066.71,3148.582167,
5/31/16 0:00,3169.56,3149.843333,Buy in the next trading day
6/1/16 0:00,3160.55,3150.771833,
6/2/16 0:00,3167.1,3151.762333,
6/3/16 0:00,3189.33,3153.719333,
6/6/16 0:00,3178.79,3156.48,
6/7/16 0:00,3177.05,3159.126167,
6/8/16 0:00,3163.99,3160.7645,
6/13/16 0:00,3066.34,3160.623833,Sell in the next trading day
6/14/16 0:00,3075.98,3160.389667,
6/15/16 0:00,3116.37,3160.259167,
6/16/16 0:00,3094.67,3158.971,
6/17/16 0:00,3110.36,3156.653,
6/20/16 0:00,3112.67,3154.767667,
6/21/16 0:00,3106.32,3152.604833,
6/22/16 0:00,3133.96,3151.806667,
6/23/16 0:00,3117.32,3150.465,
6/24/16 0:00,3077.16,3148.922167,
6/27/16 0:00,3120.54,3148.674333,
6/28/16 0:00,3136.4,3147.343167,
6/29/16 0:00,3151.39,3146.2315,Buy in the next trading day
6/30/16 0:00,3153.92,3145.0985,
7/1/16 0:00,3154.2,3143.260333,
7/4/16 0:00,3204.7,3142.379833,
7/5/16 0:00,3207.38,3142.348,
7/6/16 0:00,3216.8,3142.865833,
7/7/16 0:00,3209.95,3142.53,
7/8/16 0:00,3192.28,3142.093833,
7/11/16 0:00,3203.33,3141.126333,
7/12/16 0:00,3273.18,3141.082167,
7/13/16 0:00,3282.87,3141.259833,
7/14/16 0:00,3276.76,3142.065,
7/15/16 0:00,3276.28,3142.698,
7/18/16 0:00,3262.02,3144.047833,
7/19/16 0:00,3248.23,3145.508333,
7/20/16 0:00,3237.61,3146.5535,
7/21/16 0:00,3252.52,3148.061667,
7/22/16 0:00,3225.16,3148.828333,
7/25/16 0:00,3230.89,3149.911167,
7/26/16 0:00,3269.59,3151.728,
7/27/16 0:00,3218.24,3152.752833,
7/28/16 0:00,3221.14,3152.8795,
7/29/16 0:00,3203.93,3152.787333,
8/1/16 0:00,3176.81,3152.168833,
8/2/16 0:00,3189.05,3153.147167,
8/3/16 0:00,3193.51,3155.278667,
8/4/16 0:00,3201.29,3157.481667,
8/5/16 0:00,3205.11,3159.52,
8/8/16 0:00,3234.18,3161.920667,
8/9/16 0:00,3256.98,3164.954667,
8/10/16 0:00,3243.34,3167.421833,
8/11/16 0:00,3233.36,3169.8775,
8/12/16 0:00,3294.23,3173.647333,
8/15/16 0:00,3393.42,3179.162667,
8/16/16 0:00,3378.25,3184.163167,
8/17/16 0:00,3373.05,3188.927,
8/18/16 0:00,3364.49,3193.9425,
8/19/16 0:00,3365.02,3199.039,
8/22/16 0:00,3336.79,3203.582,
8/23/16 0:00,3341.83,3208.2375,
8/24/16 0:00,3329.86,3212.623333,
8/25/16 0:00,3308.97,3214.946833,
8/26/16 0:00,3307.09,3217.389167,
8/29/16 0:00,3307.78,3219.733833,
8/30/16 0:00,3311.99,3221.778167,
8/31/16 0:00,3327.79,3224.2615,
9/1/16 0:00,3301.58,3226.337,
9/2/16 0:00,3314.11,3228.839,
9/5/16 0:00,3319.68,3233.061333,
9/6/16 0:00,3342.63,3237.5055,
9/7/16 0:00,3340.82,3241.246333,
9/8/16 0:00,3339.56,3245.327833,
9/9/16 0:00,3318.04,3248.789167,
9/12/16 0:00,3262.6,3251.288,
9/13/16 0:00,3260.33,3253.854833,
9/14/16 0:00,3238.73,3255.601,Sell in the next trading day
9/19/16 0:00,3263.12,3258.031,Buy in the next trading day
9/20/16 0:00,3257.4,3261.035,Sell in the next trading day
9/21/16 0:00,3266.64,3263.47,Buy in the next trading day
9/22/16 0:00,3291.12,3266.048667,
9/23/16 0:00,3275.67,3268.12,
9/26/16 0:00,3220.28,3269.226,Sell in the next trading day
9/27/16 0:00,3240.75,3270.6685,
9/28/16 0:00,3230.89,3271.105,
9/29/16 0:00,3244.39,3271.721833,
9/30/16 0:00,3253.28,3272.329833,
10/10/16 0:00,3293.87,3273.7285,Buy in the next trading day
10/11/16 0:00,3306.56,3275.633167,
10/12/16 0:00,3300.01,3277.2445,
10/13/16 0:00,3302.65,3277.735667,
10/14/16 0:00,3305.85,3278.118667,
10/17/16 0:00,3277.88,3278.137333,Sell in the next trading day
10/18/16 0:00,3321.33,3278.888167,Buy in the next trading day
10/19/16 0:00,3316.24,3279.791833,
10/20/16 0:00,3318.6,3280.964667,
10/21/16 0:00,3327.74,3282.466833,
10/24/16 0:00,3367.58,3284.3845,
10/25/16 0:00,3367.45,3286.756,
10/26/16 0:00,3354.8,3288.821167,
10/27/16 0:00,3345.7,3290.089667,
10/28/16 0:00,3340.13,3292.121167,
10/31/16 0:00,3336.28,3294.040167,
11/1/16 0:00,3359.05,3296.6255,
11/2/16 0:00,3333.35,3299.2345,
11/3/16 0:00,3365.08,3302.168333,
11/4/16 0:00,3354.17,3304.846,
11/7/16 0:00,3356.59,3307.434333,
11/8/16 0:00,3371.12,3310.201167,
11/9/16 0:00,3353.05,3312.182333,
11/10/16 0:00,3390.61,3314.4095,
11/11/16 0:00,3417.22,3317.3075,
11/14/16 0:00,3430.25,3320.589,
11/15/16 0:00,3429.87,3322.849667,
11/16/16 0:00,3429.59,3323.4525,
11/17/16 0:00,3436.53,3324.423833,
11/18/16 0:00,3417.46,3325.164,
11/21/16 0:00,3441.11,3326.441,
11/22/16 0:00,3468.36,3328.163333,
11/23/16 0:00,3474.73,3330.462333,
11/24/16 0:00,3488.74,3332.910833,
11/25/16 0:00,3521.3,3336.1015,
11/28/16 0:00,3535.08,3339.87,
11/29/16 0:00,3564.04,3344.1525,
11/30/16 0:00,3538,3347.9895,
12/1/16 0:00,3565.04,3352.207,
12/2/16 0:00,3528.95,3355.559667,
12/5/16 0:00,3469.41,3358.356833,
12/6/16 0:00,3459.15,3360.774167,
12/7/16 0:00,3475.75,3363.375333,
12/8/16 0:00,3470.14,3365.5005,
12/9/16 0:00,3493.7,3368.0485,
12/12/16 0:00,3409.18,3369.208833,
12/13/16 0:00,3405.04,3370.658833,
12/14/16 0:00,3378.95,3372.598,
12/15/16 0:00,3340.43,3373.933,Sell in the next trading day
12/16/16 0:00,3346.03,3375.721333,
12/19/16 0:00,3328.98,3376.819,
12/20/16 0:00,3309.06,3377.68,
12/21/16 0:00,3338.54,3378.878333,
12/22/16 0:00,3335.67,3379.620833,
12/23/16 0:00,3307.6,3380.153,
12/26/16 0:00,3322.4,3381.855,
12/27/16 0:00,3316.39,3383.115667,
12/28/16 0:00,3301.89,3384.299,
12/29/16 0:00,3297.76,3385.1885,
12/30/16 0:00,3310.08,3386.135167,
1/3/17 0:00,3342.23,3386.941167,
1/4/17 0:00,3368.31,3387.970333,
1/5/17 0:00,3367.79,3389.1,
1/6/17 0:00,3347.67,3389.850333,
1/9/17 0:00,3363.9,3390.817833,
1/10/17 0:00,3358.27,3392.157667,
1/11/17 0:00,3334.5,3392.377167,
1/12/17 0:00,3317.62,3392.400167,
1/13/17 0:00,3319.91,3392.422,
1/16/17 0:00,3319.45,3392.283833,
1/17/17 0:00,3326.36,3391.596833,
1/18/17 0:00,3339.37,3391.128833,
1/19/17 0:00,3329.29,3390.703667,
1/20/17 0:00,3354.89,3390.856833,
1/23/17 0:00,3364.08,3391.256,
1/24/17 0:00,3364.45,3391.7255,
1/25/17 0:00,3375.9,3392.006333,
1/26/17 0:00,3387.96,3392.9165,
2/3/17 0:00,3364.49,3392.906667,
2/6/17 0:00,3373.21,3393.224,
2/7/17 0:00,3365.68,3393.3755,
2/8/17 0:00,3383.29,3393.578333,
2/9/17 0:00,3396.29,3394.299,Buy in the next trading day
2/10/17 0:00,3413.49,3394.680333,
2/13/17 0:00,3436.27,3394.997833,
2/14/17 0:00,3435.8,3395.090333,
2/15/17 0:00,3421.71,3394.954333,
2/16/17 0:00,3440.93,3395.143333,
2/17/17 0:00,3421.44,3394.891833,
2/20/17 0:00,3471.39,3395.790667,
2/21/17 0:00,3482.82,3396.485833,
2/22/17 0:00,3489.76,3396.8425,
2/23/17 0:00,3473.32,3396.819,
2/24/17 0:00,3473.85,3396.570833,
2/27/17 0:00,3446.22,3395.3195,
2/28/17 0:00,3452.81,3393.948333,
3/1/17 0:00,3458.44,3392.188333,
3/2/17 0:00,3435.1,3390.473333,
3/3/17 0:00,3427.86,3388.187,
3/6/17 0:00,3446.48,3386.8125,
3/7/17 0:00,3453.96,3386.555,
3/8/17 0:00,3448.73,3386.381333,
3/9/17 0:00,3426.94,3385.567833,
3/10/17 0:00,3427.89,3384.863667,
3/13/17 0:00,3458.1,3384.270333,
3/14/17 0:00,3456.69,3385.062167,
3/15/17 0:00,3463.64,3386.038833,
3/16/17 0:00,3481.51,3387.748167,
3/17/17 0:00,3445.81,3389.5045,
3/20/17 0:00,3449.61,3391.230833,
3/21/17 0:00,3466.35,3393.520333,
3/22/17 0:00,3450.05,3395.870167,
3/23/17 0:00,3461.98,3397.9275,
3/24/17 0:00,3489.6,3400.493,
3/27/17 0:00,3478.04,3403.333667,
3/28/17 0:00,3469.81,3405.7905,
3/29/17 0:00,3465.19,3408.2705,
3/30/17 0:00,3436.76,3410.518333,
3/31/17 0:00,3456.05,3413.1565,
4/5/17 0:00,3503.89,3416.386667,
4/6/17 0:00,3514.05,3419.250333,
4/7/17 0:00,3517.46,3421.736167,
4/10/17 0:00,3505.14,3424.025333,
4/11/17 0:00,3517.33,3426.853,
4/12/17 0:00,3509.44,3429.278667,
4/13/17 0:00,3514.57,3431.883667,
4/14/17 0:00,3486.5,3434.417,
4/17/17 0:00,3479.94,3437.122333,
4/18/17 0:00,3462.74,3439.502833,
4/19/17 0:00,3445.88,3441.61,
4/20/17 0:00,3461.55,3443.863167,
4/21/17 0:00,3466.79,3445.986833,
4/24/17 0:00,3431.26,3447.686333,Sell in the next trading day
4/25/17 0:00,3440.97,3449.121,
4/26/17 0:00,3445.18,3450.472667,
4/27/17 0:00,3446.72,3451.843833,
4/28/17 0:00,3439.75,3452.908,
5/2/17 0:00,3426.58,3453.551667,
5/3/17 0:00,3413.13,3454.362333,
5/4/17 0:00,3404.39,3454.882,
5/5/17 0:00,3382.55,3455.163167,
5/8/17 0:00,3358.81,3454.755167,
5/9/17 0:00,3352.53,3454.025833,
5/10/17 0:00,3337.7,3452.762667,
5/11/17 0:00,3356.65,3451.435667,
5/12/17 0:00,3385.38,3450.595333,
5/15/17 0:00,3399.19,3450.22,
5/16/17 0:00,3428.65,3450.015333,
5/17/17 0:00,3409.97,3449.824167,
5/18/17 0:00,3398.11,3448.602833,
5/19/17 0:00,3403.85,3447.286667,
5/22/17 0:00,3411.24,3445.978,
5/23/17 0:00,3424.19,3445.159167,
5/24/17 0:00,3424.17,3444.331167,
5/25/17 0:00,3485.66,3444.9885,Buy in the next trading day
5/26/17 0:00,3480.43,3445.448833,
5/31/17 0:00,3492.88,3446.022833,
6/1/17 0:00,3497.74,3447.066833,
6/2/17 0:00,3486.51,3448.044333,
6/5/17 0:00,3468.75,3448.4155,
6/6/17 0:00,3492.88,3449.064167,
6/7/17 0:00,3533.87,3450.483167,
6/8/17 0:00,3560.98,3452.717167,
6/9/17 0:00,3576.17,3455.1885,
6/12/17 0:00,3574.39,3457.126667,
6/13/17 0:00,3582.27,3459.219667,
6/14/17 0:00,3535.3,3460.414,
6/15/17 0:00,3528.79,3461.202,
6/16/17 0:00,3518.76,3462.417833,
6/19/17 0:00,3553.67,3464.152167,
6/20/17 0:00,3546.49,3465.487833,
6/21/17 0:00,3587.96,3467.786333,
6/22/17 0:00,3590.34,3469.925667,
6/23/17 0:00,3622.88,3472.147,
6/26/17 0:00,3668.09,3475.3145,
6/27/17 0:00,3674.72,3478.729667,
6/28/17 0:00,3646.17,3481.746,
6/29/17 0:00,3668.83,3485.613833,
6/30/17 0:00,3666.8,3489.126333,
7/3/17 0:00,3650.85,3491.575667,
7/4/17 0:00,3619.98,3493.341167,
7/5/17 0:00,3659.68,3495.7115,
7/6/17 0:00,3660.1,3498.294167,
7/7/17 0:00,3655.93,3500.604167,
7/10/17 0:00,3653.69,3503.008333,
7/11/17 0:00,3670.81,3505.612333,
7/12/17 0:00,3658.82,3508.484333,
7/13/17 0:00,3686.92,3511.934,
7/14/17 0:00,3703.09,3515.939833,
7/17/17 0:00,3663.56,3519.567833,
7/18/17 0:00,3667.18,3522.995,
7/19/17 0:00,3729.75,3527.377667,
7/20/17 0:00,3747.88,3532.654667,
7/21/17 0:00,3728.6,3537.4485,
7/24/17 0:00,3743.47,3542.42,
7/25/17 0:00,3719.56,3546.967333,
7/26/17 0:00,3705.39,3551.394667,
7/27/17 0:00,3712.19,3556.154833,
7/28/17 0:00,3721.89,3561.300833,
7/31/17 0:00,3737.87,3566.858833,
8/1/17 0:00,3770.38,3573.322667,
8/2/17 0:00,3760.85,3580.023333,
8/3/17 0:00,3727.83,3586.278333,
8/4/17 0:00,3707.58,3592.443,
8/7/17 0:00,3726.79,3598.612,
8/8/17 0:00,3732.21,3604.3925,
8/9/17 0:00,3731.04,3609.923333,
8/10/17 0:00,3715.92,3614.711167,
8/11/17 0:00,3647.35,3618.6675,
8/14/17 0:00,3694.68,3623.610333,
8/15/17 0:00,3706.06,3628.647167,
8/16/17 0:00,3701.42,3633.4835,
8/17/17 0:00,3721.28,3638.435,
8/18/17 0:00,3724.67,3643.443333,
8/21/17 0:00,3740.99,3647.698833,
8/22/17 0:00,3752.3,3652.23,
8/23/17 0:00,3756.09,3656.616833,
8/24/17 0:00,3734.65,3660.565333,
8/25/17 0:00,3795.75,3665.719333,
8/28/17 0:00,3842.71,3671.952,
8/29/17 0:00,3834.54,3677.646333,
8/30/17 0:00,3834.3,3682.6535,
8/31/17 0:00,3822.09,3687.005333,
9/1/17 0:00,3830.54,3691.244833,
9/4/17 0:00,3845.62,3695.765333,
9/5/17 0:00,3857.05,3700.345,
9/6/17 0:00,3849.45,3705.580833,
9/7/17 0:00,3829.87,3710.598833,
9/8/17 0:00,3825.99,3715.719333,
9/11/17 0:00,3825.65,3720.252333,
9/12/17 0:00,3837.93,3725.109667,
9/13/17 0:00,3842.61,3729.353833,
9/14/17 0:00,3829.96,3733.3475,
9/15/17 0:00,3831.3,3736.821167,
9/18/17 0:00,3843.14,3739.738667,
9/19/17 0:00,3832.12,3742.362,
9/20/17 0:00,3842.44,3745.633167,
9/21/17 0:00,3837.82,3748.449667,Sell in the next trading day